Korszak_Filter,Konfliktus_Filter,Terep_Filter,Matching_Categories_Sorted_String,Image_names,Categories_to_be_generated,Images-to-be-generated,Substring_Count
Hidegháború,Második Világháború,Partraszállás/Vízközeli,Hajók|Hajók|Hajók|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Karakterek|Karakterek|Karakterek|Karakterek,hajo.png|hajo.png|hajo.png|tank.png|tank.png|tank.png|tank.png|tank.png|katona.png|katona.png|katona.png|katona.png,Hajók|Harcjármű modellek|Karakterek|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek,hajo.png|tank.png|katona.png|tank.png|tank.png|tank.png,6
Hidegháború,Második Világháború,Sivatag,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png,5
Hidegháború,Második Világháború,Sztyeppe,Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png,6
Hidegháború,Második Világháború,Tundra/Havas Táj,Hajók|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,hajo.png|tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Hajók|Harcjármű|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg,hajo.png|tank.png|katona.png|howizer.png|howizer.png|howizer.png,6
Hidegháború,Második Világháború,Városi Harc,Hajók|Harcjármű|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Karakterek|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Építési kellékek,hajo.png|tank.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|katona.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Hajók|Harcjármű|Karakterek|Ágyú löveg|Építési kellékek|Ágyú löveg,hajo.png|tank.png|katona.png|howizer.png|howizer.png,5
Hidegháború,Második Világháború,Vízközeli,Hajók|Hajók|Hajók|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Harcjármű modellek|Jármű modellek|Karakterek|Karakterek|Karakterek|Karakterek|Repülők,hajo.png|hajo.png|hajo.png|tank.png|tank.png|tank.png|tank.png|tank.png|car.png|katona.png|katona.png|katona.png|katona.png|plane.png,Hajók|Harcjármű modellek|Jármű modellek|Karakterek|Repülők|Harcjármű modellek,hajo.png|tank.png|car.png|katona.png|plane.png|tank.png,6
Hidegháború,Szovjet-Afgán Háború,Dzsungel/Trópusi Erdő,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Hidegháború,Szovjet-Afgán Háború,Hegyi Terep,Harcjármű|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Hidegháború,Szovjet-Afgán Háború,Mérsékelt Övi Síkság/Dombvidék,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Hidegháború,Szovjet-Afgán Háború,Sivatag,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Hidegháború,Szovjet-Afgán Háború,Sztyeppe,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Hidegháború,Szovjet-Afgán Háború,Tundra/Havas Táj,Harcjármű|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopterek|Karakterek|Raketa rendszerek|Repülők|Terptárgyak,tank.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,5
Hidegháború,Szovjet-Afgán Háború,Városi Harc,Harcjármű|Harcjármű|Harcjármű|Helikopter modellek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Karakterek|Karakterek|Karakterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|tank.png|tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|katona.png|katona.png|katona.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopter modellek|Helikopterek|Karakterek|Raketa rendszerek|Repülők,tank.png|helicopter.png|helicopter.png|katona.png|Raketa rendszerek.png|plane.png,6
Hidegháború,Szíriai Polgárháború,Dzsungel/Trópusi Erdő,Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png,Helikopterek|Raketa rendszerek|Repülők|Ágyú löveg|Helikopterek|Helikopterek,helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|helicopter.png|helicopter.png,6
Hidegháború,Szíriai Polgárháború,Hegyi Terep,Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Helikopterek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Helikopterek,helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|helicopter.png,5
Hidegháború,Szíriai Polgárháború,Mérsékelt Övi Síkság/Dombvidék,Harcjármű|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopterek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg,tank.png|helicopter.png|Raketa rendszerek.png|plane.png|howizer.png,5
Hidegháború,Szíriai Polgárháború,Partraszállás/Vízközeli,Raketa rendszerek|Repülő modellek|Repülő modellek,Raketa rendszerek.png|plane.png|plane.png,Raketa rendszerek|Repülő modellek|Repülő modellek,Raketa rendszerek.png|plane.png|plane.png,3
Hidegháború,Szíriai Polgárháború,Sivatag,Harcjármű|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Repülők|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg|Ágyú löveg,tank.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|plane.png|howizer.png|howizer.png|howizer.png|howizer.png|howizer.png,Harcjármű|Helikopterek|Raketa rendszerek|Repülők|Ágyú löveg|Raketa rendszerek,tank.png|helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|Raketa rendszerek.png,6
Hidegháború,Szíriai Polgárháború,Sztyeppe,Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Helikopterek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Raketa rendszerek|Repülők|Repülők|Terptárgyak|Terptárgyak|Terptárgyak|Ágyú löveg|Ágyú löveg|Ágyú löveg,helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|helicopter.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|Raketa rendszerek.png|plane.png|plane.png|howizer.png|howizer.png|howizer.png,Helikopterek|Raketa rendszerek|Repülők|Terptárgyak|Ágyú löveg|Raketa rendszerek,helicopter.png|Raketa rendszerek.png|plane.png|howizer.png|Raketa rendszerek.png,5
